scope,site,role,fold,variant,branch,index,name,family,records,total_observations,finite_observations,nonfinite_count,filled_or_sentinel_count,substantial_invalid_count,zero_count,min,max,mean,std,abs_gt_5_count,abs_gt_10_count,abs_gt_20_count,abs_gt_50_count,abs_gt_5_fraction_finite,abs_gt_10_fraction_finite,abs_gt_20_fraction_finite,abs_gt_50_fraction_finite,observation_basis
global,,all,small_I0002,legacy_clip,X_ecg,10,model_HRV_Symbolic_EqualProb4_2UV,ecg_fraction,1103,971103,971103,0,0,0,9763,0.0,0.997826099395752,0.18744435206779336,0.12638916805744108,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_ecg,11,hrv_circadian_cos,ecg_circadian,1103,971103,971103,0,0,0,0,-0.9999999403953552,1.0,0.6965158662278886,0.32306777602644304,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,raw,X_ecg,0,model_HRV_MedianNN,ecg_median_nn,1103,971103,971103,0,0,0,9072,0.0,10315.0,952.0900100195345,288.29850258412796,962031,962031,962031,962031,0.990658045542028,0.990658045542028,0.990658045542028,0.990658045542028,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,raw,X_ecg,1,model_HRV_MCVNN,ecg_ratio,1103,971103,971103,0,0,0,13791,0.0,1.3624244928359985,0.0737075426534996,0.11217373975559017,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,raw,X_ecg,2,model_HRV_CVNN,ecg_ratio,1103,971103,971103,0,0,0,9146,0.0,7.933568477630615,0.10476876178543947,0.1910472916697887,54,0,0,0,5.560687177364296e-05,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,raw,X_ecg,3,model_HRV_CVSD,ecg_ratio,1103,971103,971103,0,0,0,9146,0.0,11.272520065307617,0.10251185346886134,0.21610902487304595,82,1,0,0,8.444006454516153e-05,1.0297568846970918e-06,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,raw,X_ecg,4,model_HRV_pNN20,ecg_percent,1103,971103,971103,0,0,0,25506,0.0,99.84127044677734,38.140674472389215,27.50243627785632,847587,774601,651664,327365,0.872808548629754,0.797650712643252,0.6710554905092456,0.3371063625588635,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,raw,X_ecg,5,model_log_HRV_LF,ecg_existing_log,1103,971103,971103,0,0,0,9133,-27.63102149963379,21.506553649902344,6.398933887369861,2.432154616194658,749901,53211,130,0,0.7722157175912339,0.054794393591616954,0.00013386839501062194,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,raw,X_ecg,6,model_log_HRV_HF,ecg_existing_log,1103,971103,971103,0,0,0,9072,-27.63102149963379,17.63233757019043,6.030298753420928,2.397259329120116,633109,68416,74,0,0.6519483515136911,0.07045184702343624,7.62020094675848e-05,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,raw,X_ecg,7,model_HRV_HF_rel_LFHF,ecg_fraction,1103,971103,971103,0,0,0,9133,0.0,1.0,0.41816732949651947,0.24684286277688056,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,raw,X_ecg,8,model_HRV_SD1SD2,ecg_ratio,1103,971103,971103,0,0,0,9146,0.0,24.46072006225586,0.48876193338499935,0.3751336087544887,433,63,2,0,0.0004458847310738408,6.487468373591679e-05,2.0595137693941835e-06,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,raw,X_ecg,9,model_HRV_Symbolic_EqualProb4_0V,ecg_fraction,1103,971103,971103,0,0,0,11984,0.0,1.0,0.31716991980138554,0.17521431454291442,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,raw,X_ecg,10,model_HRV_Symbolic_EqualProb4_2UV,ecg_fraction,1103,971103,971103,0,0,0,9763,0.0,0.997826099395752,0.18744435206779336,0.12638916805744108,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,raw,X_ecg,11,hrv_circadian_cos,ecg_circadian,1103,971103,971103,0,0,0,0,-0.9999999403953552,1.0,0.6965158662278886,0.32306777602644304,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,typed_v1,X_ecg,0,model_HRV_MedianNN,ecg_median_nn,1103,971103,971103,0,9072,0,9593,-2.9390244483947754,45.76829147338867,0.1380555245306964,1.3321224373088882,6374,2754,743,0,0.006563670383059264,0.002835950460455791,0.0007651093653299393,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,typed_v1,X_ecg,1,model_HRV_MCVNN,ecg_ratio,1103,971103,971103,0,9072,0,10411,-1.0886304378509521,20.712026596069336,0.6182450366705745,2.182007526422248,37140,16435,9,0,0.038245170697649995,0.016924054399996703,9.267811962273828e-06,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,typed_v1,X_ecg,2,model_HRV_CVNN,ecg_ratio,1103,971103,971103,0,9072,0,9072,-0.9669910669326782,37.59557342529297,0.6372031231854691,2.1319511077691926,39192,10581,1018,0,0.04035823182504843,0.01089585759697993,0.0010482925086216395,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,typed_v1,X_ecg,3,model_HRV_CVSD,ecg_ratio,1103,971103,971103,0,9072,0,9072,-0.6435067057609558,46.76076889038086,0.9773534173295351,2.679367181922014,71283,23726,1072,0,0.0734041600118628,0.024432011846323202,0.0011038993803952825,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,typed_v1,X_ecg,4,model_HRV_pNN20,ecg_percent,1103,971103,971103,0,9072,0,25506,0.0,0.9984127283096313,0.3814067445786165,0.2750243627055927,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,typed_v1,X_ecg,5,model_log_HRV_LF,ecg_existing_log,1103,971103,971103,0,9072,0,9072,-15.361515045166016,6.954077243804932,0.11930391894471082,1.0679560039436478,3423,75,0,0,0.0035248578163181456,7.723176635228189e-05,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,typed_v1,X_ecg,6,model_log_HRV_HF,ecg_existing_log,1103,971103,971103,0,9072,0,9072,-12.627226829528809,4.490514278411865,0.12318785683909647,0.8792145305738849,80,74,0,0,8.238055077576735e-05,7.62020094675848e-05,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,typed_v1,X_ecg,7,model_HRV_HF_rel_LFHF,ecg_fraction,1103,971103,971103,0,9072,0,9133,0.0,1.0,0.41816732949651947,0.24684286277688056,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,typed_v1,X_ecg,8,model_HRV_SD1SD2,ecg_ratio,1103,971103,971103,0,9072,0,9072,-1.2499433755874634,10.934085845947266,0.17281331433941,0.7550432160867653,595,3,0,0,0.0006127053463947697,3.0892706540912757e-06,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,typed_v1,X_ecg,9,model_HRV_Symbolic_EqualProb4_0V,ecg_fraction,1103,971103,971103,0,9072,0,11984,0.0,1.0,0.31716991980138554,0.17521431454291442,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,typed_v1,X_ecg,10,model_HRV_Symbolic_EqualProb4_2UV,ecg_fraction,1103,971103,971103,0,9072,0,9763,0.0,0.997826099395752,0.18744435206779336,0.12638916805744108,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,typed_v1,X_ecg,11,hrv_circadian_cos,ecg_circadian,1103,971103,971103,0,0,0,0,-0.9999999403953552,1.0,0.6965158662278886,0.32306777602644304,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,0,eeg_F3-M2_logP2P1,eeg_spectral_log10,1103,983796,983796,0,0,0,25352,-1.355405330657959,3.100221633911133,1.1130370935440403,0.5348657200456957,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,1,eeg_F3-M2_logPsigmaPbeta,eeg_spectral_log10,1103,983796,983796,0,0,0,25352,-2.047595500946045,1.831493854522705,0.3860747819628273,0.35901546378378374,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,2,eeg_F3-M2_logPalphaPbeta,eeg_spectral_log10,1103,983796,983796,0,0,0,25352,-2.9070932865142822,2.5765669345855713,0.6335123706321363,0.44517812783264193,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,3,eeg_F3-M2_logPthetaPbeta,eeg_spectral_log10,1103,983796,983796,0,0,0,25352,-2.102254867553711,2.857712507247925,0.7399434727689654,0.5280472264823901,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,4,eeg_F3-M2_logPdeltaPbeta,eeg_spectral_log10,1103,983796,983796,0,0,0,25352,-3.0301082134246826,3.619391918182373,1.2720422690640654,0.6728130898154238,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,5,eeg_F3-M2_SEF50,eeg_spectral_sef50,1103,983796,983796,0,0,0,25352,0.0,44.5,13.336835075564446,5.812399447209697,958439,676993,121839,0,0.9742253475313988,0.6881436801938613,0.12384579729944013,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,6,eeg_F3-M2_logP0,eeg_spectral_log10,1103,983796,983796,0,0,0,25352,-4.451046943664551,3.282308340072632,2.207386749902055,0.4460515570918435,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,7,eeg_F3-M2_logPbeta,eeg_spectral_log10,1103,983796,983796,0,0,0,25352,-5.989169120788574,2.5515289306640625,0.6233260504465535,0.4062822744872328,2,0,0,0,2.032941788744821e-06,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,8,eeg_F3-M2_logP1,eeg_spectral_log10,1103,983796,983796,0,0,0,25352,-4.843758583068848,2.757394552230835,0.23700370785321903,0.525691424014827,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,9,eeg_F4-M1_logP2P1,eeg_spectral_log10,1103,983796,983796,0,0,0,40092,-1.9619077444076538,2.9871439933776855,1.1265869665019197,0.5464361354374656,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,10,eeg_F4-M1_logPsigmaPbeta,eeg_spectral_log10,1103,983796,983796,0,0,0,40092,-2.1388185024261475,1.8273521661758423,0.3816902153378578,0.3389984027687064,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,11,eeg_F4-M1_logPalphaPbeta,eeg_spectral_log10,1103,983796,983796,0,0,0,40092,-2.6800742149353027,2.2861416339874268,0.6046311174871615,0.42421801403546117,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,12,eeg_F4-M1_logPthetaPbeta,eeg_spectral_log10,1103,983796,983796,0,0,0,40092,-1.9929739236831665,2.608530282974243,0.7187893568967237,0.5036932822413365,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,13,eeg_F4-M1_logPdeltaPbeta,eeg_spectral_log10,1103,983796,983796,0,0,0,40092,-2.5438053607940674,3.4692728519439697,1.2066238859582632,0.6582921791204243,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,14,eeg_F4-M1_SEF50,eeg_spectral_sef50,1103,983796,983796,0,0,0,40092,0.0,45.0,13.123837665532285,5.769297005450781,943703,696675,109560,0,0.959246632431927,0.7081498603368991,0.1113645511874413,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,15,eeg_F4-M1_logP0,eeg_spectral_log10,1103,983796,983796,0,0,0,40092,-4.5476202964782715,3.2787487506866455,2.1957931037825973,0.5187205283748417,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,16,eeg_F4-M1_logPbeta,eeg_spectral_log10,1103,983796,983796,0,0,0,40092,-6.224365234375,2.2887322902679443,0.6701784307801044,0.39954805818784517,3,0,0,0,3.049412683117232e-06,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,17,eeg_F4-M1_logP1,eeg_spectral_log10,1103,983796,983796,0,0,0,40092,-5.089249134063721,2.785937547683716,0.25283337617241386,0.5161704828478496,1,0,0,0,1.0164708943724105e-06,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,18,eeg_C3-M2_logP2P1,eeg_spectral_log10,1103,983796,983796,0,0,0,21404,-1.347856044769287,3.1164772510528564,1.1794894573914965,0.527093840283313,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,19,eeg_C3-M2_logPsigmaPbeta,eeg_spectral_log10,1103,983796,983796,0,0,0,21404,-1.8393733501434326,1.8464186191558838,0.44909794207838416,0.35052415833628975,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,20,eeg_C3-M2_logPalphaPbeta,eeg_spectral_log10,1103,983796,983796,0,0,0,21404,-2.471195697784424,2.4773664474487305,0.6677148836143363,0.41539601248315833,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,21,eeg_C3-M2_logPthetaPbeta,eeg_spectral_log10,1103,983796,983796,0,0,0,21404,-1.9541112184524536,2.5157546997070312,0.7566706713617122,0.528971612776916,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,22,eeg_C3-M2_logPdeltaPbeta,eeg_spectral_log10,1103,983796,983796,0,0,0,21404,-2.385660409927368,3.51583194732666,1.2160447008904085,0.669920833427147,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,23,eeg_C3-M2_SEF50,eeg_spectral_sef50,1103,983796,983796,0,0,0,21404,0.0,45.5,13.107697124200545,5.455629747717136,962390,682595,102248,0,0.9782414240350642,0.6938379501441355,0.10393211600779023,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,24,eeg_C3-M2_logP0,eeg_spectral_log10,1103,983796,983796,0,0,0,21404,-3.2743589878082275,3.222287654876709,2.183384359716039,0.4243246418289125,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,25,eeg_C3-M2_logPbeta,eeg_spectral_log10,1103,983796,983796,0,0,0,21404,-4.516151428222656,2.4372565746307373,0.6113180451031255,0.3935362007080171,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,26,eeg_C3-M2_logP1,eeg_spectral_log10,1103,983796,983796,0,0,0,21404,-3.3575100898742676,2.5504889488220215,0.20540406876018832,0.5162822919318241,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,27,eeg_C4-M1_logP2P1,eeg_spectral_log10,1103,983796,983796,0,0,0,34144,-1.3768609762191772,3.0146377086639404,1.1848448429938883,0.5381649187146292,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,28,eeg_C4-M1_logPsigmaPbeta,eeg_spectral_log10,1103,983796,983796,0,0,0,34144,-2.404329538345337,1.7037062644958496,0.43681020419594696,0.33412659426743435,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,29,eeg_C4-M1_logPalphaPbeta,eeg_spectral_log10,1103,983796,983796,0,0,0,34144,-2.479703664779663,2.4203388690948486,0.6425098447400324,0.4024045429436654,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,30,eeg_C4-M1_logPthetaPbeta,eeg_spectral_log10,1103,983796,983796,0,0,0,34144,-2.1623401641845703,2.642760753631592,0.7371046951621303,0.5082486710295189,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,31,eeg_C4-M1_logPdeltaPbeta,eeg_spectral_log10,1103,983796,983796,0,0,0,34144,-1.843827486038208,3.352084159851074,1.1687785600906628,0.6569430163719712,0,0,0,0,0.0,0.0,0.0,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
global,,all,small_I0002,legacy_clip,X_seq,32,eeg_C4-M1_SEF50,eeg_spectral_sef50,1103,983796,983796,0,0,0,34144,0.0,44.5,12.927873258277122,5.468091999839097,949652,692568,95048,0,0.9652936177825484,0.7039752143737116,0.09661352556830888,0.0,"X_seq real epochs; X_ecg only min(T_ecg,T_seq-10) consumed windows; x_static once per record; collate padding and pre-offset ECG zeros excluded"
