seed,holdout_site,feature,group,coefficient
7,S0001,caisr_sleep_short_bout_ratio,fragmentation_uncertainty,0.0
7,S0001,caisr_sleep_mean_stage_entropy,fragmentation_uncertainty,0.3561111875941458
7,S0001,caisr_arousal_arousal_index,arousal,-0.43833376280927944
7,S0001,caisr_arousal_arousal_burden_ratio,arousal,-0.07297309166038538
7,S0001,caisr_arousal_mean_arousal_duration,arousal,0.06166047090459794
7,S0001,caisr_respiratory_respiratory_event_index,respiratory,-0.06573303020132551
7,S0001,caisr_respiratory_respiratory_burden_ratio,respiratory,0.0
7,S0001,caisr_respiratory_mean_resp_duration,respiratory,0.27840096213475407
7,S0001,caisr_limb_limb_movement_index,limb,0.3482819496503222
7,S0001,caisr_limb_plmi,limb,0.0
17,I0002,caisr_sleep_tst_sec,sleep_architecture,0.0
17,I0002,caisr_sleep_se,sleep_architecture,0.0
17,I0002,caisr_sleep_sol_sec,sleep_architecture,0.2317768966226084
17,I0002,caisr_sleep_rem_latency_sec,sleep_architecture,0.0
17,I0002,caisr_sleep_waso_sec,sleep_architecture,0.32787589082716057
17,I0002,caisr_sleep_n1_pct,sleep_architecture,-0.29273736105398285
17,I0002,caisr_sleep_n2_pct,sleep_architecture,0.2196925604654735
17,I0002,caisr_sleep_n3_pct,sleep_architecture,0.09095235998375004
17,I0002,caisr_sleep_rem_pct,sleep_architecture,0.0
17,I0002,caisr_sleep_transition_rate,fragmentation_uncertainty,0.0
17,I0002,caisr_sleep_short_bout_ratio,fragmentation_uncertainty,0.0451655690088763
17,I0002,caisr_sleep_mean_stage_entropy,fragmentation_uncertainty,0.5558382424139913
17,I0002,caisr_arousal_arousal_index,arousal,-0.20790420668670906
17,I0002,caisr_arousal_arousal_burden_ratio,arousal,-0.04946490779954426
17,I0002,caisr_arousal_mean_arousal_duration,arousal,0.0
17,I0002,caisr_respiratory_respiratory_event_index,respiratory,0.0
17,I0002,caisr_respiratory_respiratory_burden_ratio,respiratory,-0.15890845825204264
17,I0002,caisr_respiratory_mean_resp_duration,respiratory,0.23221983721211004
17,I0002,caisr_limb_limb_movement_index,limb,0.34147993375974955
17,I0002,caisr_limb_plmi,limb,0.20265123477350144
17,I0006,caisr_sleep_tst_sec,sleep_architecture,0.0
17,I0006,caisr_sleep_se,sleep_architecture,-0.23279912900627492
17,I0006,caisr_sleep_sol_sec,sleep_architecture,0.0334462900132254
17,I0006,caisr_sleep_rem_latency_sec,sleep_architecture,-0.004757983459008209
17,I0006,caisr_sleep_waso_sec,sleep_architecture,0.24959653301991555
17,I0006,caisr_sleep_n1_pct,sleep_architecture,-0.43888978665209993
17,I0006,caisr_sleep_n2_pct,sleep_architecture,0.0
17,I0006,caisr_sleep_n3_pct,sleep_architecture,-0.015009584606267603
17,I0006,caisr_sleep_rem_pct,sleep_architecture,-0.1411890658206752
17,I0006,caisr_sleep_transition_rate,fragmentation_uncertainty,0.0
17,I0006,caisr_sleep_short_bout_ratio,fragmentation_uncertainty,0.06760762173977955
17,I0006,caisr_sleep_mean_stage_entropy,fragmentation_uncertainty,0.5752498006934773
17,I0006,caisr_arousal_arousal_index,arousal,0.0
17,I0006,caisr_arousal_arousal_burden_ratio,arousal,-0.08934259767074673
17,I0006,caisr_arousal_mean_arousal_duration,arousal,0.013770610253758152
17,I0006,caisr_respiratory_respiratory_event_index,respiratory,-0.09276284843757085
17,I0006,caisr_respiratory_respiratory_burden_ratio,respiratory,-0.12503590500962952
17,I0006,caisr_respiratory_mean_resp_duration,respiratory,0.12917059532837438
17,I0006,caisr_limb_limb_movement_index,limb,0.3485753990520368
17,I0006,caisr_limb_plmi,limb,0.08455000441099132
17,S0001,caisr_sleep_tst_sec,sleep_architecture,0.0
17,S0001,caisr_sleep_se,sleep_architecture,-0.27639349716323136
17,S0001,caisr_sleep_sol_sec,sleep_architecture,0.0
17,S0001,caisr_sleep_rem_latency_sec,sleep_architecture,0.044773363630774006
17,S0001,caisr_sleep_waso_sec,sleep_architecture,0.059382501027748585
17,S0001,caisr_sleep_n1_pct,sleep_architecture,-0.09853179830668345
17,S0001,caisr_sleep_n2_pct,sleep_architecture,0.0
17,S0001,caisr_sleep_n3_pct,sleep_architecture,-0.12946894445617613
17,S0001,caisr_sleep_rem_pct,sleep_architecture,-0.11414666671797064
17,S0001,caisr_sleep_transition_rate,fragmentation_uncertainty,-0.06563748697451595
17,S0001,caisr_sleep_short_bout_ratio,fragmentation_uncertainty,0.0
17,S0001,caisr_sleep_mean_stage_entropy,fragmentation_uncertainty,0.3561033806654562
17,S0001,caisr_arousal_arousal_index,arousal,-0.4383000408363929
17,S0001,caisr_arousal_arousal_burden_ratio,arousal,-0.07300792967690954
17,S0001,caisr_arousal_mean_arousal_duration,arousal,0.06165654301654134
17,S0001,caisr_respiratory_respiratory_event_index,respiratory,-0.06573721557346476
17,S0001,caisr_respiratory_respiratory_burden_ratio,respiratory,0.0
17,S0001,caisr_respiratory_mean_resp_duration,respiratory,0.27839591566544036
17,S0001,caisr_limb_limb_movement_index,limb,0.34827900715257365
17,S0001,caisr_limb_plmi,limb,0.0
27,I0002,caisr_sleep_tst_sec,sleep_architecture,0.0
27,I0002,caisr_sleep_se,sleep_architecture,0.0
27,I0002,caisr_sleep_sol_sec,sleep_architecture,0.2317965878059023
27,I0002,caisr_sleep_rem_latency_sec,sleep_architecture,0.0
27,I0002,caisr_sleep_waso_sec,sleep_architecture,0.32789265509000987
27,I0002,caisr_sleep_n1_pct,sleep_architecture,-0.2927737468156055
27,I0002,caisr_sleep_n2_pct,sleep_architecture,0.2196534334865658
27,I0002,caisr_sleep_n3_pct,sleep_architecture,0.09092546645645772
27,I0002,caisr_sleep_rem_pct,sleep_architecture,0.0
27,I0002,caisr_sleep_transition_rate,fragmentation_uncertainty,0.0
27,I0002,caisr_sleep_short_bout_ratio,fragmentation_uncertainty,0.04516555601664845
27,I0002,caisr_sleep_mean_stage_entropy,fragmentation_uncertainty,0.5558568644705388
27,I0002,caisr_arousal_arousal_index,arousal,-0.20790117260574925
27,I0002,caisr_arousal_arousal_burden_ratio,arousal,-0.049459903167521836
27,I0002,caisr_arousal_mean_arousal_duration,arousal,0.0
27,I0002,caisr_respiratory_respiratory_event_index,respiratory,0.0
27,I0002,caisr_respiratory_respiratory_burden_ratio,respiratory,-0.1589206459691316
27,I0002,caisr_respiratory_mean_resp_duration,respiratory,0.232225004280978
27,I0002,caisr_limb_limb_movement_index,limb,0.3414451342299394
27,I0002,caisr_limb_plmi,limb,0.20268428778270134
27,I0006,caisr_sleep_tst_sec,sleep_architecture,0.0
27,I0006,caisr_sleep_se,sleep_architecture,-0.23274225731453846
27,I0006,caisr_sleep_sol_sec,sleep_architecture,0.03346037409357043
27,I0006,caisr_sleep_rem_latency_sec,sleep_architecture,-0.004755778283202804
27,I0006,caisr_sleep_waso_sec,sleep_architecture,0.24962709417127
27,I0006,caisr_sleep_n1_pct,sleep_architecture,-0.4388906575074913
27,I0006,caisr_sleep_n2_pct,sleep_architecture,0.0
27,I0006,caisr_sleep_n3_pct,sleep_architecture,-0.015009821490931994
27,I0006,caisr_sleep_rem_pct,sleep_architecture,-0.14119289975962582
27,I0006,caisr_sleep_transition_rate,fragmentation_uncertainty,0.0
27,I0006,caisr_sleep_short_bout_ratio,fragmentation_uncertainty,0.0676082055877469
27,I0006,caisr_sleep_mean_stage_entropy,fragmentation_uncertainty,0.5752495232866611
27,I0006,caisr_arousal_arousal_index,arousal,0.0
27,I0006,caisr_arousal_arousal_burden_ratio,arousal,-0.08935192292202568
27,I0006,caisr_arousal_mean_arousal_duration,arousal,0.013780134203974505
27,I0006,caisr_respiratory_respiratory_event_index,respiratory,-0.09286564300419844
27,I0006,caisr_respiratory_respiratory_burden_ratio,respiratory,-0.1249395551647505
27,I0006,caisr_respiratory_mean_resp_duration,respiratory,0.12914669001210344
27,I0006,caisr_limb_limb_movement_index,limb,0.3484965052800536
27,I0006,caisr_limb_plmi,limb,0.08463518531175013
27,S0001,caisr_sleep_tst_sec,sleep_architecture,0.0
27,S0001,caisr_sleep_se,sleep_architecture,-0.2764846554757507
27,S0001,caisr_sleep_sol_sec,sleep_architecture,0.0
27,S0001,caisr_sleep_rem_latency_sec,sleep_architecture,0.04479396419278038
27,S0001,caisr_sleep_waso_sec,sleep_architecture,0.059307720028652255
27,S0001,caisr_sleep_n1_pct,sleep_architecture,-0.09850801196481446
27,S0001,caisr_sleep_n2_pct,sleep_architecture,0.0
27,S0001,caisr_sleep_n3_pct,sleep_architecture,-0.12947467310986294
27,S0001,caisr_sleep_rem_pct,sleep_architecture,-0.11414127663561816
27,S0001,caisr_sleep_transition_rate,fragmentation_uncertainty,-0.0656420078405952
27,S0001,caisr_sleep_short_bout_ratio,fragmentation_uncertainty,0.0
27,S0001,caisr_sleep_mean_stage_entropy,fragmentation_uncertainty,0.35612775069642033
27,S0001,caisr_arousal_arousal_index,arousal,-0.43816487026844586
27,S0001,caisr_arousal_arousal_burden_ratio,arousal,-0.07316185030766689
27,S0001,caisr_arousal_mean_arousal_duration,arousal,0.06167035636935324
27,S0001,caisr_respiratory_respiratory_event_index,respiratory,-0.06573300250009134
27,S0001,caisr_respiratory_respiratory_burden_ratio,respiratory,0.0
27,S0001,caisr_respiratory_mean_resp_duration,respiratory,0.2784052117125195
27,S0001,caisr_limb_limb_movement_index,limb,0.34828914552300433
27,S0001,caisr_limb_plmi,limb,0.0
37,I0002,caisr_sleep_tst_sec,sleep_architecture,0.0
37,I0002,caisr_sleep_se,sleep_architecture,0.0
37,I0002,caisr_sleep_sol_sec,sleep_architecture,0.2317952112327564
37,I0002,caisr_sleep_rem_latency_sec,sleep_architecture,0.0
37,I0002,caisr_sleep_waso_sec,sleep_architecture,0.3278796663003278
37,I0002,caisr_sleep_n1_pct,sleep_architecture,-0.2927478525355707
37,I0002,caisr_sleep_n2_pct,sleep_architecture,0.21969577889511663
37,I0002,caisr_sleep_n3_pct,sleep_architecture,0.09094450338230345
37,I0002,caisr_sleep_rem_pct,sleep_architecture,0.0
37,I0002,caisr_sleep_transition_rate,fragmentation_uncertainty,0.0
37,I0002,caisr_sleep_short_bout_ratio,fragmentation_uncertainty,0.04516473243203894
37,I0002,caisr_sleep_mean_stage_entropy,fragmentation_uncertainty,0.5558562751044218
37,I0002,caisr_arousal_arousal_index,arousal,-0.2078783902906098
37,I0002,caisr_arousal_arousal_burden_ratio,arousal,-0.04949095662051796
37,I0002,caisr_arousal_mean_arousal_duration,arousal,0.0
37,I0002,caisr_respiratory_respiratory_event_index,respiratory,0.0
37,I0002,caisr_respiratory_respiratory_burden_ratio,respiratory,-0.1589192414171583
37,I0002,caisr_respiratory_mean_resp_duration,respiratory,0.23222511935688456
37,I0002,caisr_limb_limb_movement_index,limb,0.3410988651071898
37,I0002,caisr_limb_plmi,limb,0.20302885150729436
37,I0006,caisr_sleep_tst_sec,sleep_architecture,0.0
37,I0006,caisr_sleep_se,sleep_architecture,-0.23307527730688551
37,I0006,caisr_sleep_sol_sec,sleep_architecture,0.03329081113421066
37,I0006,caisr_sleep_rem_latency_sec,sleep_architecture,-0.004744560566284857
37,I0006,caisr_sleep_waso_sec,sleep_architecture,0.24941099705853564
37,I0006,caisr_sleep_n1_pct,sleep_architecture,-0.43889317721437504
37,I0006,caisr_sleep_n2_pct,sleep_architecture,0.0
37,I0006,caisr_sleep_n3_pct,sleep_architecture,-0.01501638698190094
37,I0006,caisr_sleep_rem_pct,sleep_architecture,-0.14117088717015727
37,I0006,caisr_sleep_transition_rate,fragmentation_uncertainty,0.0
37,I0006,caisr_sleep_short_bout_ratio,fragmentation_uncertainty,0.06760372438263382
37,I0006,caisr_sleep_mean_stage_entropy,fragmentation_uncertainty,0.5752645148866353
37,I0006,caisr_arousal_arousal_index,arousal,0.0
37,I0006,caisr_arousal_arousal_burden_ratio,arousal,-0.0893358646675008
37,I0006,caisr_arousal_mean_arousal_duration,arousal,0.013779641155583784
37,I0006,caisr_respiratory_respiratory_event_index,respiratory,-0.09266858858031132
37,I0006,caisr_respiratory_respiratory_burden_ratio,respiratory,-0.12514862846191036
37,I0006,caisr_respiratory_mean_resp_duration,respiratory,0.12920608619813867
37,I0006,caisr_limb_limb_movement_index,limb,0.34840885997728316
37,I0006,caisr_limb_plmi,limb,0.08470747068274738
37,S0001,caisr_sleep_tst_sec,sleep_architecture,0.0
37,S0001,caisr_sleep_se,sleep_architecture,-0.2764077118031109
37,S0001,caisr_sleep_sol_sec,sleep_architecture,0.0
37,S0001,caisr_sleep_rem_latency_sec,sleep_architecture,0.0447806837538241
37,S0001,caisr_sleep_waso_sec,sleep_architecture,0.05937356769963769
37,S0001,caisr_sleep_n1_pct,sleep_architecture,-0.09851484873286225
37,S0001,caisr_sleep_n2_pct,sleep_architecture,0.0
37,S0001,caisr_sleep_n3_pct,sleep_architecture,-0.12946856467834877
37,S0001,caisr_sleep_rem_pct,sleep_architecture,-0.11414365311595906
37,S0001,caisr_sleep_transition_rate,fragmentation_uncertainty,-0.06565517583561116
37,S0001,caisr_sleep_short_bout_ratio,fragmentation_uncertainty,0.0
37,S0001,caisr_sleep_mean_stage_entropy,fragmentation_uncertainty,0.35611768371885266
37,S0001,caisr_arousal_arousal_index,arousal,-0.43827036577199585
37,S0001,caisr_arousal_arousal_burden_ratio,arousal,-0.07304352628819191
37,S0001,caisr_arousal_mean_arousal_duration,arousal,0.061661064917065495
37,S0001,caisr_respiratory_respiratory_event_index,respiratory,-0.06573466347364461
37,S0001,caisr_respiratory_respiratory_burden_ratio,respiratory,0.0
37,S0001,caisr_respiratory_mean_resp_duration,respiratory,0.2784024437402793
37,S0001,caisr_limb_limb_movement_index,limb,0.3482834175764268
37,S0001,caisr_limb_plmi,limb,0.0
47,I0002,caisr_sleep_tst_sec,sleep_architecture,0.0
47,I0002,caisr_sleep_se,sleep_architecture,0.0
47,I0002,caisr_sleep_sol_sec,sleep_architecture,0.23179338804399205
47,I0002,caisr_sleep_rem_latency_sec,sleep_architecture,0.0
47,I0002,caisr_sleep_waso_sec,sleep_architecture,0.327880074537576
47,I0002,caisr_sleep_n1_pct,sleep_architecture,-0.2927539376252343
47,I0002,caisr_sleep_n2_pct,sleep_architecture,0.21968559934246182
47,I0002,caisr_sleep_n3_pct,sleep_architecture,0.09094416667970859
47,I0002,caisr_sleep_rem_pct,sleep_architecture,0.0
47,I0002,caisr_sleep_transition_rate,fragmentation_uncertainty,0.0
47,I0002,caisr_sleep_short_bout_ratio,fragmentation_uncertainty,0.04516744662997134
47,I0002,caisr_sleep_mean_stage_entropy,fragmentation_uncertainty,0.5558556622040538
47,I0002,caisr_arousal_arousal_index,arousal,-0.20790295985092924
47,I0002,caisr_arousal_arousal_burden_ratio,arousal,-0.049471139363043204
47,I0002,caisr_arousal_mean_arousal_duration,arousal,0.0
47,I0002,caisr_respiratory_respiratory_event_index,respiratory,0.0
47,I0002,caisr_respiratory_respiratory_burden_ratio,respiratory,-0.15892405541314483
47,I0002,caisr_respiratory_mean_resp_duration,respiratory,0.23222876083228836
47,I0002,caisr_limb_limb_movement_index,limb,0.3410974392834714
47,I0002,caisr_limb_plmi,limb,0.20303398879524537
47,I0006,caisr_sleep_tst_sec,sleep_architecture,0.0
47,I0006,caisr_sleep_se,sleep_architecture,-0.23276890645894902
47,I0006,caisr_sleep_sol_sec,sleep_architecture,0.03346835948932355
47,I0006,caisr_sleep_rem_latency_sec,sleep_architecture,-0.00476097180027579
47,I0006,caisr_sleep_waso_sec,sleep_architecture,0.24961790322716013
47,I0006,caisr_sleep_n1_pct,sleep_architecture,-0.43888997932470564
47,I0006,caisr_sleep_n2_pct,sleep_architecture,0.0
47,I0006,caisr_sleep_n3_pct,sleep_architecture,-0.015008540587446079
47,I0006,caisr_sleep_rem_pct,sleep_architecture,-0.14119097602631037
47,I0006,caisr_sleep_transition_rate,fragmentation_uncertainty,0.0
47,I0006,caisr_sleep_short_bout_ratio,fragmentation_uncertainty,0.06760835872264113
47,I0006,caisr_sleep_mean_stage_entropy,fragmentation_uncertainty,0.5752499057846037
47,I0006,caisr_arousal_arousal_index,arousal,0.0
47,I0006,caisr_arousal_arousal_burden_ratio,arousal,-0.08933939523589815
47,I0006,caisr_arousal_mean_arousal_duration,arousal,0.013766994548709305
47,I0006,caisr_respiratory_respiratory_event_index,respiratory,-0.09274560876762851
47,I0006,caisr_respiratory_respiratory_burden_ratio,respiratory,-0.12505224397214218
47,I0006,caisr_respiratory_mean_resp_duration,respiratory,0.12917353922276512
47,I0006,caisr_limb_limb_movement_index,limb,0.34859559911468
47,I0006,caisr_limb_plmi,limb,0.08452772861731715
47,S0001,caisr_sleep_tst_sec,sleep_architecture,0.0
47,S0001,caisr_sleep_se,sleep_architecture,-0.27639485189336865
47,S0001,caisr_sleep_sol_sec,sleep_architecture,0.0
47,S0001,caisr_sleep_rem_latency_sec,sleep_architecture,0.044778409627131324
47,S0001,caisr_sleep_waso_sec,sleep_architecture,0.05938090344472692
47,S0001,caisr_sleep_n1_pct,sleep_architecture,-0.09853504418585618
47,S0001,caisr_sleep_n2_pct,sleep_architecture,0.0
47,S0001,caisr_sleep_n3_pct,sleep_architecture,-0.12946448824037535
47,S0001,caisr_sleep_rem_pct,sleep_architecture,-0.11414164980540627
47,S0001,caisr_sleep_transition_rate,fragmentation_uncertainty,-0.06562984045667651
47,S0001,caisr_sleep_short_bout_ratio,fragmentation_uncertainty,0.0
47,S0001,caisr_sleep_mean_stage_entropy,fragmentation_uncertainty,0.35610910348937874
47,S0001,caisr_arousal_arousal_index,arousal,-0.43833438662101076
47,S0001,caisr_arousal_arousal_burden_ratio,arousal,-0.07297748614289735
47,S0001,caisr_arousal_mean_arousal_duration,arousal,0.061657898189293604
47,S0001,caisr_respiratory_respiratory_event_index,respiratory,-0.06573517113397849
47,S0001,caisr_respiratory_respiratory_burden_ratio,respiratory,0.0
47,S0001,caisr_respiratory_mean_resp_duration,respiratory,0.2783995076485133
47,S0001,caisr_limb_limb_movement_index,limb,0.348281899833652
47,S0001,caisr_limb_plmi,limb,0.0
