scope,site,fold,role,branch,index,name,family,records,total_observations,finite_observations,nan_count,posinf_count,neginf_count,recognizable_missing_count,unknown_missing_marker,zero_fraction_finite,negative_fraction_finite,equal_neg50_fraction_finite,equal_pos50_fraction_finite,below_neg50_fraction_finite,above_pos50_fraction_finite,flattened_by_old_clip_fraction_finite,min,max,mean,std,iqr_approx,old_clip_std_approx,old_clip_iqr_approx,sample_n,quantile_method,p0_1,p1,p5,p25,p50,p75,p95,p99,p99_9,subject_equal_p0_1,subject_equal_p1,subject_equal_p5,subject_equal_p25,subject_equal_p50,subject_equal_p75,subject_equal_p95,subject_equal_p99,subject_equal_p99_9,record_clip_fraction_p50,record_clip_fraction_p95,record_clip_fraction_max,top_values_sample
global,,small_I0002,all,x_static,41,caisr_sleep_mean_bout_n2_sec,caisr_sleep,1103,1103,1103,0,0,0,,zeros_ambiguous,0.014505893019038985,0.0,0.0,0.0,0.0,0.9845874886672711,0.9845874886672711,0.0,13500.0,461.00831417246286,434.2342850414165,194.16236877441406,5.979527461742714,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,209.35684967041016,342.046875,427.1052551269531,536.2092437744141,762.2187499999993,1036.6811730957033,6499.170000000013,0.0,0.0,209.35684967041016,342.046875,427.1052551269531,536.2092437744141,762.2187499999993,1036.6811730957033,6499.170000000013,1.0,1.0,1.0,
global,,small_I0002,all,x_static,46,caisr_sleep_median_bout_n2_sec,caisr_sleep,1103,1103,1103,0,0,0,,zeros_ambiguous,0.014505893019038985,0.0,0.0,0.0,0.0,0.9845874886672711,0.9845874886672711,0.0,13500.0,245.69809610154124,427.30051727497937,150.0,5.979527461742714,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,90.0,150.0,210.0,300.0,495.0,794.1000000000003,6499.170000000013,0.0,0.0,90.0,150.0,210.0,300.0,495.0,794.1000000000003,6499.170000000013,1.0,1.0,1.0,
global,,small_I0002,all,x_static,16,caisr_sleep_waso_sec,caisr_sleep,1103,1103,1103,0,0,0,,zeros_ambiguous,0.016319129646418858,0.0,0.0,0.0,0.0,0.9836808703535811,0.9836808703535811,0.0,22770.0,5442.402538531278,3535.374547945908,4260.0,6.334985193908153,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,1230.0,2880.0,4770.0,7140.0,12271.499999999993,16487.4,22335.84,0.0,0.0,1230.0,2880.0,4770.0,7140.0,12271.499999999993,16487.4,22335.84,1.0,1.0,1.0,
global,,small_I0002,all,x_static,125,caisr_respiratory_total_resp_duration_sec,caisr_respiratory,1103,1103,1103,0,0,0,,zeros_ambiguous,0.016319129646418858,0.0,0.0,0.0,0.0,0.9836808703535811,0.9836808703535811,0.0,11974.7216796875,3843.7778863708,1897.9432065141057,2499.603759765625,6.334985193908153,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,947.3202056884766,2531.0936279296875,3711.528564453125,5030.6973876953125,7152.420727539061,8941.981367187502,11841.231965820312,0.0,0.0,947.3202056884766,2531.0936279296875,3711.528564453125,5030.6973876953125,7152.420727539061,8941.981367187502,11841.231965820312,1.0,1.0,1.0,
global,,small_I0002,all,x_static,23,caisr_sleep_dur_n1_sec,caisr_sleep,1103,1103,1103,0,0,0,,zeros_ambiguous,0.019038984587488667,0.0,0.0,0.0,0.0,0.9800543970988214,0.9800543970988214,0.0,9000.0,2022.9465095194923,1235.0623050724014,1372.4999999999998,6.857043773342751,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,480.0,1207.5000000000002,1770.0,2580.0,4290.0,6180.0,8909.55,0.0,0.0,480.0,1207.5000000000002,1770.0,2580.0,4290.0,6180.0,8909.55,1.0,1.0,1.0,
global,,small_I0002,all,x_static,81,caisr_sleep_first_cycle_nrem_duration_sec,caisr_sleep,1103,1103,1103,0,0,0,,zeros_ambiguous,0.014505893019038985,0.0,0.0,0.0,0.0,0.9800543970988214,0.9800543970988214,0.0,23730.0,6893.499546690843,4550.777273307377,5722.499999999998,6.143688702074229,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,390.0,3750.0,5760.0,9472.499999999998,15715.49999999997,20442.3,23440.56,0.0,0.0,390.0,3750.0,5760.0,9472.499999999998,15715.49999999997,20442.3,23440.56,1.0,1.0,1.0,
global,,small_I0002,all,x_static,150,caisr_respiratory_longest_event_cluster_sec,caisr_respiratory,1103,1103,1103,0,0,0,,zeros_ambiguous,0.016319129646418858,0.0,0.0,0.0,0.0,0.9800543970988214,0.9800543970988214,0.0,4601.53466796875,444.18682897123335,412.38780112706837,339.9196090698242,6.422806906868235,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,97.35053176879883,197.69756317138672,319.7403564453125,537.6171722412109,1278.866088867186,2088.2716186523444,3665.4877277832047,0.0,0.0,97.35053176879883,197.69756317138672,319.7403564453125,537.6171722412109,1278.866088867186,2088.2716186523444,3665.4877277832047,1.0,1.0,1.0,
global,,small_I0002,all,x_static,59,caisr_sleep_p75_bout_wake_sec,caisr_sleep,1103,1103,1103,0,0,0,,zeros_ambiguous,0.011786038077969175,0.0,0.0,0.0,0.0,0.9791477787851315,0.9791477787851315,0.0,24960.0,301.1423390752493,1244.1601337803966,157.5,5.635328420689323,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,60.0,112.5,180.0,270.0,632.6249999999993,1187.6250000000002,24417.3,0.0,0.0,60.0,112.5,180.0,270.0,632.6249999999993,1187.6250000000002,24417.3,1.0,1.0,1.0,
global,,small_I0002,all,x_static,167,caisr_limb_total_limb_duration_sec,caisr_limb,1103,1103,1103,0,0,0,,zeros_ambiguous,0.019038984587488667,0.0,0.0,0.0,0.0,0.9773345421577516,0.9773345421577516,0.0,22581.638671875,2607.758278375524,2788.017949470176,2115.7017822265625,6.91848077854681,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,383.6310317993164,1041.1035766601562,1768.400146484375,3156.8053588867188,7678.653076171875,14685.136435546887,22495.271876953124,0.0,0.0,383.6310317993164,1041.1035766601562,1768.400146484375,3156.8053588867188,7678.653076171875,14685.136435546887,22495.271876953124,1.0,1.0,1.0,
global,,small_I0002,all,x_static,50,caisr_sleep_max_bout_n1_sec,caisr_sleep,1103,1103,1103,0,0,0,,zeros_ambiguous,0.019038984587488667,0.0,0.0,0.0,0.0,0.9755213055303718,0.9755213055303718,0.0,1800.0,241.11514052583863,167.6679368870975,150.0,6.974823765800822,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,90.0,150.0,210.0,300.0,550.4999999999974,900.0,1438.2000000000007,0.0,0.0,90.0,150.0,210.0,300.0,550.4999999999974,900.0,1438.2000000000007,1.0,1.0,1.0,
global,,small_I0002,all,x_static,166,caisr_limb_total_limb_count,caisr_limb,1103,1103,1103,0,0,0,,zeros_ambiguous,0.019038984587488667,0.0,0.0,0.0,0.0,0.9755213055303718,0.9755213055303718,0.0,5703.0,787.5666364460562,737.2301982645594,644.9999999999999,7.3342066603717155,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,115.95,333.25,582.0,978.2499999999999,2147.9499999999985,3922.580000000001,5600.49,0.0,0.0,115.95,333.25,582.0,978.2499999999999,2147.9499999999985,3922.580000000001,5600.49,1.0,1.0,1.0,
global,,small_I0002,all,x_static,105,caisr_arousal_std_inter_arousal_interval,caisr_arousal,1103,1103,1103,0,0,0,,zeros_ambiguous,0.022665457842248413,0.0,0.0,0.0,0.0,0.9746146872166818,0.9746146872166818,0.0,6232.80224609375,329.6327108009663,393.8223950448795,174.2245635986328,7.5343703323494085,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,90.36235237121582,178.55418395996094,247.29493713378906,352.77874755859375,795.3003753662098,2034.1584484863288,5395.668652343751,0.0,0.0,90.36235237121582,178.55418395996094,247.29493713378906,352.77874755859375,795.3003753662098,2034.1584484863288,5395.668652343751,1.0,1.0,1.0,
global,,small_I0002,all,x_static,70,caisr_sleep_p95_bout_n1_sec,caisr_sleep,1103,1103,1103,0,0,0,,zeros_ambiguous,0.019038984587488667,0.0,0.0,0.0,0.0,0.9737080689029919,0.9737080689029919,0.0,985.5,159.46781504986402,88.12929699886578,88.12499999999994,6.984200293251319,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,60.0,105.0,144.0,193.12499999999994,311.02499999999986,478.7400000000003,807.3135000000003,0.0,0.0,60.0,105.0,144.0,193.12499999999994,311.02499999999986,478.7400000000003,807.3135000000003,1.0,1.0,1.0,
global,,small_I0002,all,x_static,65,caisr_sleep_p90_bout_n1_sec,caisr_sleep,1103,1103,1103,0,0,0,,zeros_ambiguous,0.019038984587488667,0.0,0.0,0.0,0.0,0.970081595648232,0.970081595648232,0.0,540.0,126.5140525838622,60.33257429841038,60.0,7.070605660428209,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,60.0,90.0,120.0,150.0,238.04999999999976,331.41,518.292,0.0,0.0,60.0,90.0,120.0,150.0,238.04999999999976,331.41,518.292,1.0,1.0,1.0,
global,,small_I0002,all,x_static,124,caisr_respiratory_total_resp_count,caisr_respiratory,1103,1103,1103,0,0,0,,zeros_ambiguous,0.016319129646418858,0.0,0.0,0.0,0.0,0.9691749773345422,0.9691749773345422,0.0,680.0,257.441523118767,119.60182496568952,160.74999999999994,6.781501392238988,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,76.0,174.0,249.0,334.74999999999994,460.6999999999998,575.94,680.0,0.0,0.0,76.0,174.0,249.0,334.74999999999994,460.6999999999998,575.94,680.0,1.0,1.0,1.0,
global,,small_I0002,all,x_static,95,caisr_arousal_arousal_duration_sec,caisr_arousal,1103,1103,1103,0,0,0,,zeros_ambiguous,0.019945602901178604,0.0,0.0,0.0,0.0,0.9673617407071623,0.9673617407071623,0.0,5626.8974609375,1658.223121951519,943.13910192276,1198.4350433349605,7.70831933880309,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,129.4358539581299,1012.7785797119141,1564.0833740234375,2211.2136230468745,3387.081066894531,4344.056474609376,5394.369413574219,0.0,0.0,129.4358539581299,1012.7785797119141,1564.0833740234375,2211.2136230468745,3387.081066894531,4344.056474609376,5394.369413574219,1.0,1.0,1.0,
global,,small_I0002,all,x_static,104,caisr_arousal_mean_inter_arousal_interval,caisr_arousal,1103,1103,1103,0,0,0,,zeros_ambiguous,0.021758839528558477,0.0,0.0,0.0,0.0,0.9673617407071623,0.9673617407071623,0.0,10829.7763671875,183.5589512040803,436.18263488597864,70.02629661560059,7.323589117560116,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,56.91325931549073,88.35689353942871,116.3955078125,158.3831901550293,394.9257659912085,1587.194920654297,6670.714301269539,0.0,0.0,56.91325931549073,88.35689353942871,116.3955078125,158.3831901550293,394.9257659912085,1587.194920654297,6670.714301269539,1.0,1.0,1.0,
global,,small_I0002,all,x_static,170,caisr_limb_isolated_limb_count,caisr_limb,1103,1103,1103,0,0,0,,zeros_ambiguous,0.019038984587488667,0.0,0.0,0.0,0.0,0.9646418857660924,0.9646418857660924,0.0,5545.0,354.2239347234814,580.4313365379996,199.0,7.687366915561552,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,63.650000000000006,128.0,181.0,327.0,1148.2999999999984,3428.9900000000016,5487.715,0.0,0.0,63.650000000000006,128.0,181.0,327.0,1148.2999999999984,3428.9900000000016,5487.715,1.0,1.0,1.0,
global,,small_I0002,all,x_static,80,caisr_sleep_mean_cycle_duration_sec,caisr_sleep,1103,1103,1103,0,0,0,,zeros_ambiguous,0.03989120580235721,0.0,0.0,0.0,0.0,0.9601087941976428,0.9601087941976428,0.0,26880.0,4893.614135354838,3788.46862794072,3295.397705078125,9.78517974022816,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,1102.4210723876959,2642.727294921875,3954.0,5938.125,12005.249999999998,22602.000000000004,25993.59,0.0,0.0,1102.4210723876959,2642.727294921875,3954.0,5938.125,12005.249999999998,22602.000000000004,25993.59,1.0,1.0,1.0,
global,,small_I0002,all,x_static,26,caisr_sleep_dur_rem_sec,caisr_sleep,1103,1103,1103,0,0,0,,zeros_ambiguous,0.038077969174977334,0.0,0.0,0.0,0.0,0.9528558476881233,0.9528558476881233,0.0,10560.0,3100.199456029012,1910.094042987153,2580.0,9.71973494719768,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,60.0,1680.0,3030.0,4260.0,6420.0,8054.1,10216.29,0.0,0.0,60.0,1680.0,3030.0,4260.0,6420.0,8054.1,10216.29,1.0,1.0,1.0,
global,,small_I0002,all,x_static,53,caisr_sleep_max_bout_rem_sec,caisr_sleep,1103,1103,1103,0,0,0,,zeros_ambiguous,0.038077969174977334,0.0,0.0,0.0,0.0,0.9510426110607434,0.9510426110607434,0.0,6000.0,1342.5475974614687,867.5632245262809,1050.0,9.749153030895307,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,60.0,780.0,1260.0,1830.0,2870.999999999995,3942.3000000000006,5873.37,0.0,0.0,60.0,780.0,1260.0,1830.0,2870.999999999995,3942.3000000000006,5873.37,1.0,1.0,1.0,
global,,small_I0002,all,x_static,68,caisr_sleep_p90_bout_rem_sec,caisr_sleep,1103,1103,1103,0,0,0,,zeros_ambiguous,0.038077969174977334,0.0,0.0,0.0,0.0,0.9510426110607434,0.9510426110607434,0.0,5496.0,1060.0498640072528,718.9408399377824,840.0,9.749153030895307,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,52.95000000000001,600.0,978.0,1440.0,2229.149999999999,3457.3800000000006,5394.696,0.0,0.0,52.95000000000001,600.0,978.0,1440.0,2229.149999999999,3457.3800000000006,5394.696,1.0,1.0,1.0,
global,,small_I0002,all,x_static,73,caisr_sleep_p95_bout_rem_sec,caisr_sleep,1103,1103,1103,0,0,0,,zeros_ambiguous,0.038077969174977334,0.0,0.0,0.0,0.0,0.9510426110607434,0.9510426110607434,0.0,5748.0,1197.879873073436,778.4734986258181,926.25,9.749153030895307,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,56.475,690.0,1125.0,1616.25,2465.0999999999995,3665.415000000001,5597.853,0.0,0.0,56.475,690.0,1125.0,1616.25,2465.0999999999995,3665.415000000001,5597.853,1.0,1.0,1.0,
global,,small_I0002,all,x_static,84,caisr_sleep_longest_rem_bout_sec,caisr_sleep,1103,1103,1103,0,0,0,,zeros_ambiguous,0.038077969174977334,0.0,0.0,0.0,0.0,0.9510426110607434,0.9510426110607434,0.0,6000.0,1342.5475974614687,867.5632245262809,1050.0,9.749153030895307,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,60.0,780.0,1260.0,1830.0,2870.999999999995,3942.3000000000006,5873.37,0.0,0.0,60.0,780.0,1260.0,1830.0,2870.999999999995,3942.3000000000006,5873.37,1.0,1.0,1.0,
global,,small_I0002,all,x_static,0,age,demographic_continuous,1103,1103,1103,0,0,0,,zeros_ambiguous,0.0,0.0,0.0,0.051677243880326386,0.0,0.9483227561196736,0.9483227561196736,50.0,88.0,61.99728014505893,8.483304057074843,13.0,0.0,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,50.0,50.0,50.0,55.0,61.0,68.0,77.34999999999991,83.47000000000001,88.0,50.0,50.0,50.0,55.0,61.0,68.0,77.34999999999991,83.47000000000001,88.0,1.0,1.0,1.0,
global,,small_I0002,all,x_static,14,caisr_sleep_rem_latency_sec,caisr_sleep,1103,1103,1103,0,0,0,,zeros_ambiguous,0.05258386219401632,0.0,0.0,0.0,0.0,0.9446962828649139,0.9446962828649139,0.0,28950.0,8249.673617407072,5928.689599305729,7822.499999999998,11.195800414933164,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,0.0,4080.0,6660.0,11902.499999999998,19840.499999999996,24144.600000000002,28497.75,0.0,0.0,0.0,4080.0,6660.0,11902.499999999998,19840.499999999996,24144.600000000002,28497.75,1.0,1.0,1.0,
global,,small_I0002,all,x_static,43,caisr_sleep_mean_bout_rem_sec,caisr_sleep,1103,1103,1103,0,0,0,,zeros_ambiguous,0.038077969174977334,0.0,0.0,0.001813236627379873,0.0,0.9446962828649139,0.9446962828649139,0.0,5100.0,579.5889354404924,482.0320875585164,460.71429443359375,9.759576187764097,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,39.12500000000001,285.0,492.0,745.7142944335938,1349.7999999999977,2398.2000000000003,4484.940000000001,0.0,0.0,39.12500000000001,285.0,492.0,745.7142944335938,1349.7999999999977,2398.2000000000003,4484.940000000001,1.0,1.0,1.0,
global,,small_I0002,all,x_static,131,caisr_respiratory_hy_count,caisr_respiratory,1103,1103,1103,0,0,0,,zeros_ambiguous,0.016319129646418858,0.0,0.0,0.0,0.0,0.9446962828649139,0.9446962828649139,0.0,606.0,192.96554850407978,98.48888497256814,131.0,7.757700133516591,0.0,1103,deterministic_uniform_per_record_cap_64_weighted_by_record_length,0.0,0.0,45.300000000000004,124.0,184.0,255.0,368.6999999999998,448.94,566.8050000000001,0.0,0.0,45.300000000000004,124.0,184.0,255.0,368.6999999999998,448.94,566.8050000000001,1.0,1.0,1.0,
