fold,fit_role,branch,index,name,family,candidate,transform,status,center,scale,unit_conversion,sample_n,finite,abs_gt_5_fraction,abs_gt_10_fraction,abs_gt_20_fraction,abs_gt_50_fraction
small_I0002,train_only,X_seq,5,eeg_F3-M2_SEF50,eeg_spectral,B_mean_std,B_mean_std,previewed,13.310138911771347,5.818919311151615,none_unapproved,46718,True,4.617012496872731e-05,0.0,0.0,0.0
small_I0002,train_only,X_seq,5,eeg_F3-M2_SEF50,eeg_spectral,C_median_iqr,C_median_iqr,previewed,11.5,6.0,none_unapproved,46718,True,4.617012496872731e-05,0.0,0.0,0.0
small_I0002,train_only,X_seq,5,eeg_F3-M2_SEF50,eeg_spectral,D_selective_log1p_robust,median_iqr_fallback; log1p pending physical unit approval,D_log_not_run_missing_approved_physical_unit_fallback_to_C,11.5,6.0,none_unapproved,46718,True,4.617012496872731e-05,0.0,0.0,0.0
small_I0002,train_only,X_seq,6,eeg_F3-M2_logP0,eeg_spectral,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,6,eeg_F3-M2_logP0,eeg_spectral,B_mean_std,B_mean_std,previewed,2.207933370415448,0.45562190917288675,none_unapproved,46718,True,0.00014830692697750196,2.5218374918385903e-05,0.0,0.0
small_I0002,train_only,X_seq,6,eeg_F3-M2_logP0,eeg_spectral,C_median_iqr,C_median_iqr,previewed,2.2699949944906717,0.37371537392011245,none_unapproved,46718,True,0.02843858024267609,4.617012496872731e-05,0.0,0.0
small_I0002,train_only,X_seq,6,eeg_F3-M2_logP0,eeg_spectral,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,2.2699949944906717,0.37371537392011245,none_unapproved,46718,True,0.02843858024267609,4.617012496872731e-05,0.0,0.0
small_I0002,train_only,X_seq,7,eeg_F3-M2_logPbeta,eeg_spectral,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,7,eeg_F3-M2_logPbeta,eeg_spectral,B_mean_std,B_mean_std,previewed,0.6302784698241122,0.40469314749630514,none_unapproved,46718,True,0.0008834058707232687,2.5218374918385903e-05,0.0,0.0
small_I0002,train_only,X_seq,7,eeg_F3-M2_logPbeta,eeg_spectral,C_median_iqr,C_median_iqr,previewed,0.6095795160557547,0.5756294024023159,none_unapproved,46718,True,4.617012496872731e-05,0.0,0.0,0.0
small_I0002,train_only,X_seq,7,eeg_F3-M2_logPbeta,eeg_spectral,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.6095795160557547,0.5756294024023159,none_unapproved,46718,True,4.617012496872731e-05,0.0,0.0,0.0
small_I0002,train_only,X_seq,8,eeg_F3-M2_logP1,eeg_spectral,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,8,eeg_F3-M2_logP1,eeg_spectral,B_mean_std,B_mean_std,previewed,0.2377140100261293,0.5213266804881168,none_unapproved,46718,True,2.5218374918385903e-05,0.0,0.0,0.0
small_I0002,train_only,X_seq,8,eeg_F3-M2_logP1,eeg_spectral,C_median_iqr,C_median_iqr,previewed,0.1538097157872101,0.7290775464146376,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,8,eeg_F3-M2_logP1,eeg_spectral,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.1538097157872101,0.7290775464146376,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,9,eeg_F4-M1_logP2P1,eeg_spectral,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,9,eeg_F4-M1_logP2P1,eeg_spectral,B_mean_std,B_mean_std,previewed,1.1370538519638635,0.5481775355229146,none_unapproved,46718,True,4.3953386908793575e-05,0.0,0.0,0.0
small_I0002,train_only,X_seq,9,eeg_F4-M1_logP2P1,eeg_spectral,C_median_iqr,C_median_iqr,previewed,1.205717479351639,0.7687321175600803,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,9,eeg_F4-M1_logP2P1,eeg_spectral,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,1.205717479351639,0.7687321175600803,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,10,eeg_F4-M1_logPsigmaPbeta,eeg_spectral,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,10,eeg_F4-M1_logPsigmaPbeta,eeg_spectral,B_mean_std,B_mean_std,previewed,0.38418428159415446,0.3394347006541614,none_unapproved,46718,True,2.3263831682745405e-05,0.0,0.0,0.0
small_I0002,train_only,X_seq,10,eeg_F4-M1_logPsigmaPbeta,eeg_spectral,C_median_iqr,C_median_iqr,previewed,0.39425893464396083,0.4907666072982385,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,10,eeg_F4-M1_logPsigmaPbeta,eeg_spectral,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.39425893464396083,0.4907666072982385,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,11,eeg_F4-M1_logPalphaPbeta,eeg_spectral,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,11,eeg_F4-M1_logPalphaPbeta,eeg_spectral,B_mean_std,B_mean_std,previewed,0.6047932489172477,0.4217431344702902,none_unapproved,46718,True,6.321278854778773e-05,0.0,0.0,0.0
small_I0002,train_only,X_seq,11,eeg_F4-M1_logPalphaPbeta,eeg_spectral,C_median_iqr,C_median_iqr,previewed,0.6336964446079383,0.5845462975632333,none_unapproved,46718,True,1.859199663170227e-05,0.0,0.0,0.0
small_I0002,train_only,X_seq,11,eeg_F4-M1_logPalphaPbeta,eeg_spectral,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.6336964446079383,0.5845462975632333,none_unapproved,46718,True,1.859199663170227e-05,0.0,0.0,0.0
small_I0002,train_only,X_seq,12,eeg_F4-M1_logPthetaPbeta,eeg_spectral,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,12,eeg_F4-M1_logPthetaPbeta,eeg_spectral,B_mean_std,B_mean_std,previewed,0.7187113268911105,0.5027830767087843,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,12,eeg_F4-M1_logPthetaPbeta,eeg_spectral,C_median_iqr,C_median_iqr,previewed,0.7595311083495272,0.7300566999201163,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,12,eeg_F4-M1_logPthetaPbeta,eeg_spectral,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.7595311083495272,0.7300566999201163,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,13,eeg_F4-M1_logPdeltaPbeta,eeg_spectral,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,13,eeg_F4-M1_logPdeltaPbeta,eeg_spectral,B_mean_std,B_mean_std,previewed,1.2023187733277276,0.6567967728146761,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,13,eeg_F4-M1_logPdeltaPbeta,eeg_spectral,C_median_iqr,C_median_iqr,previewed,1.2278026110719884,0.9449081035975784,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,13,eeg_F4-M1_logPdeltaPbeta,eeg_spectral,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,1.2278026110719884,0.9449081035975784,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,14,eeg_F4-M1_SEF50,eeg_spectral,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.9591050442089076,0.711647904958476,0.11180182762187196,0.0
small_I0002,train_only,X_seq,14,eeg_F4-M1_SEF50,eeg_spectral,B_mean_std,B_mean_std,previewed,13.079833842849384,5.687935912029035,none_unapproved,46718,True,0.000148140075725679,0.0,0.0,0.0
small_I0002,train_only,X_seq,14,eeg_F4-M1_SEF50,eeg_spectral,C_median_iqr,C_median_iqr,previewed,12.0,5.5,none_unapproved,46718,True,0.00020610896778760197,0.0,0.0,0.0
small_I0002,train_only,X_seq,14,eeg_F4-M1_SEF50,eeg_spectral,D_selective_log1p_robust,median_iqr_fallback; log1p pending physical unit approval,D_log_not_run_missing_approved_physical_unit_fallback_to_C,12.0,5.5,none_unapproved,46718,True,0.00020610896778760197,0.0,0.0,0.0
small_I0002,train_only,X_seq,15,eeg_F4-M1_logP0,eeg_spectral,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,15,eeg_F4-M1_logP0,eeg_spectral,B_mean_std,B_mean_std,previewed,2.202948467213142,0.5169011135858961,none_unapproved,46718,True,0.0002057991011770736,0.0,0.0,0.0
small_I0002,train_only,X_seq,15,eeg_F4-M1_logP0,eeg_spectral,C_median_iqr,C_median_iqr,previewed,2.290082422473285,0.3547265760435385,none_unapproved,46718,True,0.041143587992201656,0.00010452039132053137,0.0,0.0
small_I0002,train_only,X_seq,15,eeg_F4-M1_logP0,eeg_spectral,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,2.290082422473285,0.3547265760435385,none_unapproved,46718,True,0.041143587992201656,0.00010452039132053137,0.0,0.0
small_I0002,train_only,X_seq,16,eeg_F4-M1_logPbeta,eeg_spectral,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,16,eeg_F4-M1_logPbeta,eeg_spectral,B_mean_std,B_mean_std,previewed,0.679564339143834,0.3988784895045685,none_unapproved,46718,True,0.0009797982224907097,2.3692877758861614e-05,0.0,0.0
small_I0002,train_only,X_seq,16,eeg_F4-M1_logPbeta,eeg_spectral,C_median_iqr,C_median_iqr,previewed,0.672093606032373,0.5523092771022879,none_unapproved,46718,True,0.00012547214137087278,0.0,0.0,0.0
small_I0002,train_only,X_seq,16,eeg_F4-M1_logPbeta,eeg_spectral,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.672093606032373,0.5523092771022879,none_unapproved,46718,True,0.00012547214137087278,0.0,0.0,0.0
small_I0002,train_only,X_seq,17,eeg_F4-M1_logP1,eeg_spectral,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,17,eeg_F4-M1_logP1,eeg_spectral,B_mean_std,B_mean_std,previewed,0.2523118286417377,0.51540661420611,none_unapproved,46718,True,2.3692877758861614e-05,0.0,0.0,0.0
small_I0002,train_only,X_seq,17,eeg_F4-M1_logP1,eeg_spectral,C_median_iqr,C_median_iqr,previewed,0.16289529186266682,0.7099080492263409,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,17,eeg_F4-M1_logP1,eeg_spectral,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.16289529186266682,0.7099080492263409,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,18,eeg_C3-M2_logP2P1,eeg_spectral,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,18,eeg_C3-M2_logP2P1,eeg_spectral,B_mean_std,B_mean_std,previewed,1.1894553138122472,0.5266840543288811,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,18,eeg_C3-M2_logP2P1,eeg_spectral,C_median_iqr,C_median_iqr,previewed,1.262700673172481,0.7261342312874242,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,18,eeg_C3-M2_logP2P1,eeg_spectral,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,1.262700673172481,0.7261342312874242,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,19,eeg_C3-M2_logPsigmaPbeta,eeg_spectral,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,19,eeg_C3-M2_logPsigmaPbeta,eeg_spectral,B_mean_std,B_mean_std,previewed,0.4532115468837257,0.349957904943243,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,19,eeg_C3-M2_logPsigmaPbeta,eeg_spectral,C_median_iqr,C_median_iqr,previewed,0.4650557383683491,0.5019802420515986,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,19,eeg_C3-M2_logPsigmaPbeta,eeg_spectral,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.4650557383683491,0.5019802420515986,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,20,eeg_C3-M2_logPalphaPbeta,eeg_spectral,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,20,eeg_C3-M2_logPalphaPbeta,eeg_spectral,B_mean_std,B_mean_std,previewed,0.6696172983061256,0.41326238237300017,none_unapproved,46718,True,4.3142966542796294e-05,0.0,0.0,0.0
small_I0002,train_only,X_seq,20,eeg_C3-M2_logPalphaPbeta,eeg_spectral,C_median_iqr,C_median_iqr,previewed,0.7046618388623608,0.560637350315895,none_unapproved,46718,True,1.859199663170227e-05,0.0,0.0,0.0
small_I0002,train_only,X_seq,20,eeg_C3-M2_logPalphaPbeta,eeg_spectral,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.7046618388623608,0.560637350315895,none_unapproved,46718,True,1.859199663170227e-05,0.0,0.0,0.0
small_I0002,train_only,X_seq,21,eeg_C3-M2_logPthetaPbeta,eeg_spectral,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,21,eeg_C3-M2_logPthetaPbeta,eeg_spectral,B_mean_std,B_mean_std,previewed,0.7592658300397497,0.5297437120416686,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,21,eeg_C3-M2_logPthetaPbeta,eeg_spectral,C_median_iqr,C_median_iqr,previewed,0.8131610382588484,0.7763387979322152,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,21,eeg_C3-M2_logPthetaPbeta,eeg_spectral,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.8131610382588484,0.7763387979322152,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,22,eeg_C3-M2_logPdeltaPbeta,eeg_spectral,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,22,eeg_C3-M2_logPdeltaPbeta,eeg_spectral,B_mean_std,B_mean_std,previewed,1.2156041228351369,0.6679097158232293,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,22,eeg_C3-M2_logPdeltaPbeta,eeg_spectral,C_median_iqr,C_median_iqr,previewed,1.2367419583741874,0.989928025834975,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,22,eeg_C3-M2_logPdeltaPbeta,eeg_spectral,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,1.2367419583741874,0.989928025834975,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,23,eeg_C3-M2_SEF50,eeg_spectral,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.9793227917665868,0.6980930522757367,0.10707736291882525,0.0
small_I0002,train_only,X_seq,23,eeg_C3-M2_SEF50,eeg_spectral,B_mean_std,B_mean_std,previewed,13.092147655921064,5.405137631218359,none_unapproved,46718,True,0.00021645374540062607,0.0,0.0,0.0
small_I0002,train_only,X_seq,23,eeg_C3-M2_SEF50,eeg_spectral,C_median_iqr,C_median_iqr,previewed,12.0,5.0,none_unapproved,46718,True,0.0005583796321721249,0.0,0.0,0.0
small_I0002,train_only,X_seq,23,eeg_C3-M2_SEF50,eeg_spectral,D_selective_log1p_robust,median_iqr_fallback; log1p pending physical unit approval,D_log_not_run_missing_approved_physical_unit_fallback_to_C,12.0,5.0,none_unapproved,46718,True,0.0005583796321721249,0.0,0.0,0.0
small_I0002,train_only,X_seq,24,eeg_C3-M2_logP0,eeg_spectral,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,24,eeg_C3-M2_logP0,eeg_spectral,B_mean_std,B_mean_std,previewed,2.1921243848602283,0.417719886953275,none_unapproved,46718,True,0.02084637156686864,1.940241699769955e-05,0.0,0.0
small_I0002,train_only,X_seq,24,eeg_C3-M2_logP0,eeg_spectral,C_median_iqr,C_median_iqr,previewed,2.243119928648146,0.3824593596012038,none_unapproved,46718,True,0.020887107108206564,4.187966420756525e-05,0.0,0.0
small_I0002,train_only,X_seq,24,eeg_C3-M2_logP0,eeg_spectral,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,2.243119928648146,0.3824593596012038,none_unapproved,46718,True,0.020887107108206564,4.187966420756525e-05,0.0,0.0
small_I0002,train_only,X_seq,25,eeg_C3-M2_logPbeta,eeg_spectral,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,25,eeg_C3-M2_logPbeta,eeg_spectral,B_mean_std,B_mean_std,previewed,0.6187512497000133,0.39396544129782757,none_unapproved,46718,True,0.0007788139717233846,1.940241699769955e-05,0.0,0.0
small_I0002,train_only,X_seq,25,eeg_C3-M2_logPbeta,eeg_spectral,C_median_iqr,C_median_iqr,previewed,0.6050678547386014,0.5489846476352243,none_unapproved,46718,True,8.652429201676827e-05,0.0,0.0,0.0
small_I0002,train_only,X_seq,25,eeg_C3-M2_logPbeta,eeg_spectral,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.6050678547386014,0.5489846476352243,none_unapproved,46718,True,8.652429201676827e-05,0.0,0.0,0.0
small_I0002,train_only,X_seq,26,eeg_C3-M2_logP1,eeg_spectral,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,26,eeg_C3-M2_logP1,eeg_spectral,B_mean_std,B_mean_std,previewed,0.205324766154862,0.5149982189065603,none_unapproved,46718,True,1.940241699769955e-05,0.0,0.0,0.0
small_I0002,train_only,X_seq,26,eeg_C3-M2_logP1,eeg_spectral,C_median_iqr,C_median_iqr,previewed,0.11703792106021531,0.7061872677576903,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,26,eeg_C3-M2_logP1,eeg_spectral,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.11703792106021531,0.7061872677576903,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,27,eeg_C4-M1_logP2P1,eeg_spectral,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,27,eeg_C4-M1_logP2P1,eeg_spectral,B_mean_std,B_mean_std,previewed,1.1971859710474908,0.5360034280537909,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,27,eeg_C4-M1_logP2P1,eeg_spectral,C_median_iqr,C_median_iqr,previewed,1.2799723925215476,0.7392487524444474,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,27,eeg_C4-M1_logP2P1,eeg_spectral,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,1.2799723925215476,0.7392487524444474,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,28,eeg_C4-M1_logPsigmaPbeta,eeg_spectral,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,28,eeg_C4-M1_logPsigmaPbeta,eeg_spectral,B_mean_std,B_mean_std,previewed,0.4416450737999013,0.3331582074835654,none_unapproved,46718,True,2.340684704145081e-05,0.0,0.0,0.0
small_I0002,train_only,X_seq,28,eeg_C4-M1_logPsigmaPbeta,eeg_spectral,C_median_iqr,C_median_iqr,previewed,0.4529515654991125,0.4699854416007865,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,28,eeg_C4-M1_logPsigmaPbeta,eeg_spectral,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.4529515654991125,0.4699854416007865,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,29,eeg_C4-M1_logPalphaPbeta,eeg_spectral,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,29,eeg_C4-M1_logPalphaPbeta,eeg_spectral,B_mean_std,B_mean_std,previewed,0.6455917325570607,0.3999129592861443,none_unapproved,46718,True,8.95991222289344e-05,0.0,0.0,0.0
small_I0002,train_only,X_seq,29,eeg_C4-M1_logPalphaPbeta,eeg_spectral,C_median_iqr,C_median_iqr,previewed,0.6796775818080356,0.5445251381495557,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,29,eeg_C4-M1_logPalphaPbeta,eeg_spectral,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.6796775818080356,0.5445251381495557,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,30,eeg_C4-M1_logPthetaPbeta,eeg_spectral,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,30,eeg_C4-M1_logPthetaPbeta,eeg_spectral,B_mean_std,B_mean_std,previewed,0.7407980289535125,0.5071739633527582,none_unapproved,46718,True,2.238190363739543e-05,0.0,0.0,0.0
small_I0002,train_only,X_seq,30,eeg_C4-M1_logPthetaPbeta,eeg_spectral,C_median_iqr,C_median_iqr,previewed,0.7837962397470184,0.7362921180870241,none_unapproved,46718,True,0.0,0.0,0.0,0.0
